Make,Model,Miles,Year,Exterior Color,Interior Color,Other Info,Price
Chevrolet,Avalanche,"153,727 miles",2011,Silver,Black,"No accidents, 3 Owners, Personal use","$16,999 "
Ram,2500,"63,998 miles",2018,Black,Black,"No accidents, 1 Owner, Personal use","$57,594 "
Toyota,Tacoma,"41,307 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$32,255 "
Ram,1500,"15,222 miles",2019,Blue,Black,"No accidents, 1 Owner, Personal use","$44,368 "
Toyota,Tacoma,"21,724 miles",2017,Unknown,Black,"1 accident, 1 Owner, Personal use","$26,999 "
GMC,Sierra 1500,"164,983 miles",2003,Black,Gray,"2 accidents, 2 Owners, Personal use","$8,965 "
Toyota,Tundra,"44,590 miles",2019,Black,Black,"1 accident, 1 Owner, Personal use","$31,499 "
Ford,F-150,"163,074 miles",2010,Black,Gray,"No accidents, 1 Owner, Personal use","$13,990 "
Toyota,Tundra,"119,681 miles",2007,Silver,Gray,"1 accident, 2 Owners, Personal use","$20,000 "
Ford,F-150,"11,230 miles",2018,Black,Black,"No accidents, 1 Owner, Personal use","$36,981 "
Ram,1500,"118,507 miles",2014,Black,Unknown,"No accidents, Personal use","$24,344 "
GMC,Sierra 1500,"51,569 miles",2017,White,Gray,"No accidents, 2 Owners, Personal use","$38,984 "
Toyota,Tacoma,"92,674 miles",2016,White,Black,"No accidents, 2 Owners, Personal use","$35,505 "
Ram,1500,"21,691 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$51,000 "
Ford,F-150,"63,877 miles",2015,Black,Unknown,"No accidents, 1 Owner, Personal use","$28,999 "
Toyota,Tacoma,"166,409 miles",2008,Blue,Gray,"No accidents, 2 Owners, Personal use","$16,500 "
Toyota,Tacoma,"104,187 miles",2011,Unknown,Unknown,"No accidents, Personal use","$19,995 "
Chevrolet,Silverado 1500,"7,943 miles",2018,Silver,Black,"No accidents, 1 Owner, Personal use","$55,000 "
Ford,F-150,"163,074 miles",2010,Black,Gray,"No accidents, 1 Owner, Personal use","$13,990 "
Honda,Ridgeline,"164,003 miles",2006,Silver,Gray,"3 accidents, 1 Owner, Personal use","$9,995 "
Chevrolet,Silverado 2500HD,"57,154 miles",2016,Black,Black,"No accidents, 1 Owner, Personal use","$65,000 "
Toyota,Tacoma,"35,148 miles",2015,Gray,Gray,"No accidents, 1 Owner, Personal use","$36,200 "
Ford,F-150,"125,000 miles",2012,Unknown,Unknown,"No accidents, 1 Owner, Personal use",
Toyota,Tacoma,"6,007 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use","$37,777 "
Ford,F-150,"23,261 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$41,981 "
Ram,1500,"49,432 miles",2014,Gray,Black,"No accidents, 2 Owners, Personal use","$27,000 "
GMC,Canyon,"72,987 miles",2015,Red,Brown,"No accidents, 1 Owner, Personal use","$22,790 "
Ford,F-150,"35,884 miles",2014,Unknown,Unknown,"No accidents, 1 Owner, Personal use","$34,888 "
Chevrolet,Silverado 1500,"15,972 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$42,999 "
Chevrolet,Silverado 1500,"10,808 miles",2020,Black,Unknown,"No accidents, 1 Owner, Personal use","$47,999 "
Ford,F-150,"75,369 miles",2018,White,Unknown,"No accidents, 1 Owner, Personal use","$36,337 "
Dodge,Ram 2500,"204,511 miles",1999,Silver,Gray,"No accidents, 2 Owners, Personal use","$12,999 "
Nissan,Frontier,"116,506 miles",2012,Red,Gray,"No accidents, 1 Owner, Personal use","$15,950 "
Ford,F-150,"93,075 miles",2013,Red,Beige,"1 accident, 2 Owners, Personal use","$23,528 "
Ford,F-150,"163,863 miles",2010,White,Unknown,"No accidents, 4 Owners, Fleet use","$16,488 "
Ford,Super Duty F-250,"110,507 miles",2012,Unknown,Unknown,"No accidents, 2 Owners, Personal use",
Toyota,Tacoma,"11,323 miles",2019,Blue,Black,"No accidents, 1 Owner, Personal use","$42,888 "
Ford,Super Duty F-250,"49,461 miles",2016,White,Gray,"No accidents, 2 Owners, Fleet use","$42,961 "
Ford,F-150,"100,140 miles",2012,White,Gray,"No accidents, 2 Owners, Personal use","$27,397 "
Chevrolet,Silverado 1500,"39,388 miles",2017,Silver,Black,"No accidents, 1 Owner, Fleet use","$42,467 "
GMC,Sierra 3500HD,"49,270 miles",2017,Unknown,Unknown,"No accidents, 2 Owners, Personal use","$57,210 "
Ford,F-150,"138,602 miles",2010,Red,Unknown,"No accidents, 1 Owner, Personal use","$16,995 "
Ford,Super Duty F-250,"86,497 miles",2015,Gray,Black,"No accidents, 2 Owners, Personal use","$47,998 "
Ram,1500,"105,181 miles",2014,White,Beige,"No accidents, 2 Owners, Fleet use","$21,995 "
Toyota,Tacoma,"81,734 miles",2016,White,Black,"No accidents, 1 Owner, Personal use","$36,551 "
Ford,F-150,"47,212 miles",2015,Red,Unknown,"1 accident, 3 Owners, Fleet use","$38,198 "
Toyota,Tundra,"119,681 miles",2007,Silver,Gray,"1 accident, 2 Owners, Personal use","$20,000 "
Ram,2500,"9,979 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$48,979 "
Toyota,Tundra,"80,500 miles",2018,Red,Black,"No accidents, 1 Owner, Personal use","$35,852 "
Chevrolet,Silverado 1500,"117,095 miles",2013,White,Black,"No accidents, 3 Owners, Personal use","$22,995 "
Toyota,Tacoma,"129,620 miles",2016,Blue,Gray,"1 accident, 1 Owner, Personal use","$26,948 "
Toyota,Tundra,"7,658 miles",2019,Blue,Unknown,"No accidents, 1 Owner, Personal use","$58,995 "
Nissan,Frontier,"115,515 miles",2012,White,Gray,"No accidents, 3 Owners, Fleet use","$13,995 "
Ford,F-150,"134,242 miles",2011,Brown,Unknown,"No accidents, 1 Owner, Fleet use","$19,900 "
Ford,F-150,"100,354 miles",2014,Black,Black,"1 accident, 1 Owner, Personal use","$21,500 "
Dodge,Ram 1500,"171,210 miles",2004,Gray,Unknown,"No accidents, 4 Owners, Personal use","$6,988 "
Nissan,Frontier,"71,945 miles",2017,Unknown,Unknown,"No accidents, Personal use",
Chevrolet,Silverado 1500,"102,966 miles",2014,White,Black,"No accidents, 2 Owners, Personal use","$22,999 "
Ford,Super Duty F-250,74 miles,2020,White,Gray,"No accidents, 1 Owner, Personal use","$60,434 "
Toyota,Tacoma,"153,501 miles",2012,White,Unknown,"No accidents, 1 Owner, Personal use",
Chevrolet,Silverado 1500,"45,997 miles",2018,Silver,Gray,"No accidents, 1 Owner, Personal use","$33,998 "
Ford,F-150,"50,291 miles",2017,Gray,Gray,"2 accidents, 1 Owner, Personal use","$36,800 "
Ram,1500,"124,357 miles",2013,Silver,Black,"No accidents, 1 Owner, Personal use","$15,900 "
Ford,F-150,"16,682 miles",2019,White,Unknown,"No accidents, 1 Owner, Fleet use","$47,995 "
GMC,Sierra 1500,"96,348 miles",2005,White,Gray,"No accidents, 2 Owners, Personal use",
Ford,F-150,"132,390 miles",2012,Red,Black,"1 accident, 3 Owners, Fleet use","$15,999 "
Toyota,Tundra,"23,826 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$47,984 "
Chevrolet,Silverado 3500HD,"5,094 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$74,984 "
Ford,Ranger,"107,117 miles",2011,Silver,Unknown,"No accidents, 4 Owners, Personal use","$12,999 "
Dodge,Ram 3500,"251,348 miles",2007,Red,Gray,"No accidents, 3 Owners, Fleet use",
Ram,1500,"97,022 miles",2014,White,Unknown,"No accidents, Personal use","$19,998 "
Nissan,Titan XD,"84,306 miles",2017,White,Black,"No accidents, 3 Owners, Personal use",
Chevrolet,Silverado 1500,"49,861 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$35,998 "
GMC,Sierra 1500,"96,081 miles",2006,White,Gray,"1 accident, 1 Owner, Personal use","$10,998 "
Ford,F-150,"97,887 miles",2014,Black,Unknown,"1 accident, 2 Owners, Personal use","$22,999 "
Toyota,Tacoma,"20,043 miles",2016,Red,Gray,"No accidents, 1 Owner, Personal use","$38,900 "
Toyota,Tundra,"129,361 miles",2006,Gray,Unknown,"No accidents, 2 Owners, Personal use","$17,995 "
GMC,Sierra 1500,"36,698 miles",2017,Black,Black,"1 accident, 1 Owner, Personal use","$48,008 "
Ram,1500 Classic,"2,415 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$38,888 "
Ram,1500 Classic,"2,413 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$39,488 "
Chevrolet,Silverado 2500HD,"14,197 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$64,800 "
Ram,3500,"100,599 miles",2012,Blue,Gray,"No accidents, 1 Owner, Personal use",
Toyota,Tundra,"98,534 miles",2015,Black,Unknown,"No accidents, 3 Owners, Personal use","$33,999 "
Chevrolet,Silverado 2500HD,"49,321 miles",2010,Black,Black,"No accidents, 1 Owner, Personal use","$37,595 "
Toyota,Tundra,"174,939 miles",2006,Red,Beige,"No accidents, 3 Owners, Personal use","$12,900 "
Ford,F-150,"166,290 miles",2008,White,Gray,"1 accident, 4 Owners, Personal use","$12,500 "
Dodge,Ram 3500,"106,189 miles",2003,White,Unknown,"No accidents, 2 Owners, Personal use",
Dodge,Ram 3500,"109,227 miles",1998,White,Unknown,"2 accidents, 1 Owner, Personal use","$15,995 "
Ford,F-150,"146,513 miles",2011,Blue,Unknown,"No accidents, 2 Owners, Personal use",
Toyota,Tundra,"100,120 miles",2015,Unknown,Unknown,"1 accident, 1 Owner, Personal use","$26,953 "
Ford,F-150,"7,895 miles",2017,Black,Unknown,"No accidents, 1 Owner, Personal use","$54,203 "
Ford,Super Duty F-250,"33,851 miles",2018,White,Unknown,"No accidents, 1 Owner, Personal use","$50,467 "
Ram,1500,"6,578 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$45,995 "
Chevrolet,Silverado 2500HD,"97,178 miles",2009,Blue,Unknown,"2 accidents, 4 Owners, Personal use","$25,995 "
Toyota,Tacoma,"18,909 miles",2018,Unknown,Unknown,"No accidents, 1 Owner, Personal use","$41,108 "
Ford,Super Duty F-450 Chassis Cab,"183,352 miles",2009,Silver,Unknown,"No accidents, 4 Owners, Personal use","$21,999 "
Ford,F-150,"106,596 miles",2012,White,Gray,"1 accident, 1 Owner, Personal use","$18,888 "
Ford,Super Duty F-350 Chassis Cab,"126,659 miles",2015,White,Gray,"No accidents, 1 Owner, Personal use","$34,963 "
Toyota,Tacoma,"255,004 miles",2002,Black,Unknown,"1 accident, 10 Owners, Personal use","$8,450 "
Ford,F-150,"167,450 miles",2010,Gray,Unknown,"No accidents, 2 Owners, Fleet use","$17,500 "
Ford,Ranger,"183,098 miles",2003,Black,Unknown,"No accidents, 1 Owner, Personal use","$6,154 "
Ram,2500,"92,730 miles",2011,White,Gray,"No accidents, 1 Owner, Personal use","$39,983 "
Toyota,Tacoma,"21,058 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$45,995 "
Nissan,Frontier,"19,510 miles",2018,Red,Beige,"No accidents, 1 Owner, Personal use","$32,220 "
Ford,Super Duty F-250,"41,838 miles",2018,White,Unknown,"No accidents, 2 Owners, Personal use","$49,770 "
Ram,2500,"98,741 miles",2017,Gray,Black,"No accidents, 1 Owner, Personal use","$45,645 "
Ford,F-150,"130,086 miles",2015,Gray,Unknown,"No accidents, 1 Owner, Personal use","$25,337 "
Ram,1500,"29,064 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$51,984 "
Ram,1500 Classic,"13,862 miles",2019,Red,Black,"1 accident, 1 Owner, Fleet use","$36,317 "
Toyota,Tacoma,"57,732 miles",2016,Unknown,Unknown,"No accidents, 2 Owners, Personal use","$32,841 "
Ford,Super Duty F-250,"74,563 miles",2011,White,Gray,"No accidents, 2 Owners, Personal use","$23,995 "
Ford,Super Duty F-350,"263,053 miles",2015,White,Gray,"No accidents, 1 Owner, Fleet use","$23,977 "
Toyota,Tacoma,"75,834 miles",2011,Blue,Unknown,"No accidents, 3 Owners, Personal use","$29,971 "
Ford,F-150,"15,811 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$55,610 "
Ford,F-150,"135,184 miles",2014,Gray,Unknown,"No accidents, 3 Owners, Personal use","$20,999 "
Ford,F-150,"108,915 miles",2012,White,Unknown,"No accidents, Personal use","$32,995 "
Ford,Super Duty F-250,"95,260 miles",2017,Red,Brown,"1 accident, 1 Owner, Personal use","$56,000 "
Ford,F-150,"157,086 miles",2010,Red,Unknown,"No accidents, 1 Owner, Personal use","$18,988 "
GMC,Sierra 2500HD,"94,575 miles",2015,Gray,Brown,"No accidents, 2 Owners, Personal use","$45,995 "
Ford,Super Duty F-350,"47,963 miles",2013,Red,Unknown,"No accidents, 1 Owner, Fleet use","$35,999 "
Chevrolet,Silverado 1500,"115,485 miles",2007,Gray,Black,"No accidents, 2 Owners, Personal use","$12,594 "
Ford,Super Duty F-350,"119,976 miles",2015,Unknown,Unknown,"No accidents, 3 Owners, Personal use","$39,992 "
Ram,1500,"179,453 miles",2011,White,Gray,"No accidents, 1 Owner, Personal use","$17,999 "
Nissan,Titan XD,"28,835 miles",2016,Unknown,Unknown,"No accidents, Personal use",
Ram,1500,"82,221 miles",2014,White,Gray,"No accidents, 2 Owners, Personal use","$16,999 "
Ram,1500 Classic,"21,199 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$36,888 "
Toyota,Tacoma,"66,998 miles",2015,Tan,Gray,"No accidents, 1 Owner, Personal use","$32,546 "
Ford,Super Duty F-350,"6,863 miles",2019,Black,Brown,"No accidents, Personal use","$73,988 "
Ram,1500,"15,222 miles",2019,Blue,Black,"No accidents, 1 Owner, Personal use","$44,368 "
Nissan,Frontier,"148,342 miles",2014,Silver,Gray,"No accidents, 1 Owner, Personal use","$9,974 "
Ford,F-150,"9,571 miles",2020,Unknown,Unknown,"No accidents, 1 Owner, Personal use","$52,988 "
Ram,1500 Classic,"4,050 miles",2020,Red,Black,"No accidents, 1 Owner, Personal use","$38,988 "
Chevrolet,Colorado,"86,883 miles",2016,White,Black,"1 accident, 1 Owner, Fleet use","$17,999 "
Toyota,Tacoma,"63,378 miles",2015,Gray,Gray,"No accidents, 3 Owners, Personal use","$32,262 "
Ford,Super Duty F-250,"153,414 miles",2003,Unknown,Black,"No accidents, 1 Owner, Personal use","$17,987 "
GMC,Sierra 1500,"196,003 miles",2005,Red,Unknown,"No accidents, 6 Owners, Personal use","$10,995 "
Chevrolet,Silverado 1500,"126,311 miles",2013,Red,Beige,"No accidents, 2 Owners, Personal use","$14,995 "
Ford,F-150,"114,021 miles",2013,White,Unknown,"No accidents, 1 Owner, Fleet use","$10,995 "
Nissan,Frontier,"87,075 miles",2015,Silver,Unknown,"No accidents, 3 Owners, Personal use","$18,995 "
Ford,F-150,"139,854 miles",2014,Unknown,Unknown,"No accidents, 1 Owner, Personal use","$20,995 "
GMC,Sierra 1500,"108,291 miles",2012,Silver,Gray,"1 accident, 2 Owners, Personal use","$14,995 "
GMC,Sierra 1500,"108,450 miles",2012,Black,Gray,"No accidents, 2 Owners, Fleet use","$17,995 "
Ford,F-150,"118,717 miles",2014,White,Gray,"No accidents, 1 Owner, Fleet use","$12,995 "
Ford,F-150,"134,733 miles",2017,Gray,Gray,"No accidents, 2 Owners, Fleet use","$19,990 "
Nissan,Titan,"183,542 miles",2008,Unknown,Unknown,"2 accidents, 3 Owners, Personal use",
Ford,F-150,"173,692 miles",2011,White,Gray,"No accidents, 1 Owner, Personal use","$12,995 "
Ford,F-150,"91,904 miles",2017,Brown,Unknown,"No accidents, 1 Owner, Fleet use","$27,995 "
Nissan,Titan,"177,049 miles",2012,Black,Black,"No accidents, 3 Owners, Personal use","$12,995 "
Nissan,Frontier,"58,902 miles",2016,Silver,Unknown,"1 accident, 2 Owners, Fleet use","$17,495 "
Chevrolet,Silverado 1500,"150,000 miles",2009,Red,Beige,"1 accident, 3 Owners, Personal use","$13,495 "
Chevrolet,Colorado,"61,616 miles",2015,White,Black,"No accidents, 1 Owner, Fleet use","$15,995 "
Chevrolet,Silverado 1500,"190,550 miles",2011,White,Gray,"2 accidents, 3 Owners, Personal use","$7,995 "
Toyota,Tundra,"421,549 miles",2010,White,Gray,"1 accident, 2 Owners, Personal use","$7,995 "
Chevrolet,Silverado 2500HD,"99,263 miles",2011,Silver,Gray,"No accidents, 2 Owners, Fleet use","$27,995 "
Chevrolet,Silverado 1500,"60,304 miles",2014,Brown,Brown,"No accidents, 1 Owner, Personal use","$37,497 "
Ford,F-150,"18,163 miles",2019,Silver,Black,"No accidents, 1 Owner, Fleet use","$35,186 "
Chevrolet,Silverado 2500HD,"65,403 miles",2016,White,Brown,"No accidents, 2 Owners, Personal use",
Ford,F-150,"7,339 miles",2017,Red,Gray,"No accidents, 1 Owner, Personal use","$33,411 "
Ford,F-150,"2,549 miles",2019,Black,Gray,"No accidents, 1 Owner, Personal use","$39,789 "
Chevrolet,Silverado 1500,"11,143 miles",2020,Gray,Black,"No accidents, 1 Owner, Personal use","$39,971 "
Ram,1500,"9,492 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$42,407 "
Chevrolet,Colorado,"38,549 miles",2018,Red,Black,"No accidents, 1 Owner, Personal use","$28,104 "
Ford,F-150,"15,512 miles",2018,Silver,Black,"No accidents, 1 Owner, Fleet use","$36,054 "
Chevrolet,Silverado 1500,"23,442 miles",2017,Blue,Black,"No accidents, 1 Owner, Personal use","$35,060 "
Chevrolet,Colorado,"5,039 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$30,259 "
Chevrolet,Silverado 1500,"90,021 miles",2015,White,Gray,"1 accident, 1 Owner, Personal use",
Ford,F-150,"41,967 miles",2018,Black,Black,"No accidents, 1 Owner, Personal use","$42,590 "
Ram,3500,"213,780 miles",2011,White,Gray,"1 accident, 2 Owners, Personal use","$26,995 "
Dodge,Ram 2500,"188,863 miles",2006,White,Gray,"No accidents, 3 Owners, Personal use","$21,995 "
Ram,1500,"118,945 miles",2017,Blue,Gray,"No accidents, Personal use","$34,337 "
Ford,F-150,"122,775 miles",2014,Black,Gray,"No accidents, 1 Owner, Personal use","$24,995 "
Ford,F-150,"73,180 miles",2013,Gray,Gray,"No accidents, 2 Owners, Personal use","$27,979 "
Chevrolet,Silverado 2500HD,"77,619 miles",2016,White,Gray,"No accidents, 1 Owner, Personal use","$31,995 "
Chevrolet,Silverado 1500,"123,447 miles",2011,Red,Gray,"No accidents, 2 Owners, Personal use","$17,500 "
Ford,Super Duty F-350,"19,746 miles",2020,Gray,Unknown,"No accidents, Personal use","$74,995 "
Toyota,Tundra,"158,543 miles",2008,White,Gray,"No accidents, 4 Owners, Personal use","$14,988 "
Honda,Ridgeline,"164,003 miles",2006,Silver,Gray,"3 accidents, 1 Owner, Personal use","$9,995 "
Toyota,Tacoma,"124,103 miles",2013,Red,Gray,"1 accident, 3 Owners, Personal use","$24,877 "
Ford,F-150,"105,325 miles",2013,Black,Unknown,"No accidents, 2 Owners, Personal use","$26,888 "
Ford,F-150,"31,143 miles",2017,White,Unknown,"No accidents, 1 Owner, Personal use","$53,502 "
Ford,Super Duty F-250,"20,728 miles",2015,Unknown,Unknown,"No accidents, 1 Owner, Personal use","$39,984 "
Ford,F-150,"218,048 miles",2012,Black,Gray,"No accidents, 5 Owners, Fleet use","$12,499 "
Ford,Super Duty F-350 Chassis Cab,"126,659 miles",2015,White,Gray,"No accidents, 1 Owner, Personal use","$34,963 "
Toyota,Tundra,"25,461 miles",2016,Gray,Gray,"No accidents, 1 Owner, Personal use","$46,995 "
Ford,F-150,"15,443 miles",2018,Gray,Unknown,"No accidents, 1 Owner, Personal use","$46,522 "
Ford,Super Duty F-250,"25,998 miles",2018,White,Unknown,"No accidents, 1 Owner, Personal use","$52,441 "
GMC,Canyon,"26,227 miles",2016,Silver,Black,"No accidents, 2 Owners, Personal use","$39,984 "
Chevrolet,Silverado 1500,"50,009 miles",2015,White,Brown,"1 accident, 2 Owners, Personal use","$40,984 "
Ford,F-150,"53,002 miles",2013,Gray,Gray,"No accidents, 1 Owner, Personal use","$26,881 "
Ford,F-150,"7,895 miles",2017,Black,Unknown,"No accidents, 1 Owner, Personal use","$54,203 "
Ford,F-150,"89,923 miles",2014,Gray,Black,"1 accident, 1 Owner, Personal use","$23,991 "
Toyota,Tacoma,"104,187 miles",2011,Unknown,Unknown,"No accidents, Personal use","$19,995 "
Ford,F-150,"181,284 miles",2009,Red,Unknown,"No accidents, 2 Owners, Personal use","$14,000 "
Chevrolet,Silverado 1500 LD,"5,951 miles",2019,Blue,Black,"No accidents, 1 Owner, Personal use","$36,000 "
Dodge,Ram 2500,"161,709 miles",2007,Silver,Gray,"1 accident, 3 Owners, Personal use","$21,887 "
Ford,Super Duty F-350,"69,014 miles",2019,White,Black,"No accidents, Personal use","$67,780 "
Ford,F-150,"53,002 miles",2013,Gray,Gray,"No accidents, 1 Owner, Personal use","$26,881 "
Ford,F-150,"9,973 miles",2019,Gray,Gray,"No accidents, 1 Owner, Personal use","$51,888 "
Ram,1500,"184,398 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$44,000 "
Toyota,Tacoma,"137,634 miles",2000,Red,Gray,"No accidents, 2 Owners, Personal use","$12,999 "
Ford,F-150,"147,262 miles",2011,White,Black,"No accidents, 2 Owners, Personal use","$17,488 "
Nissan,Frontier,"204,755 miles",2004,Yellow,Gray,"No accidents, 5 Owners, Personal use","$7,999 "
Toyota,Tacoma,"28,480 miles",2018,Black,Gray,"No accidents, 1 Owner, Personal use","$32,988 "
Ram,1500,"79,740 miles",2016,White,Black,"No accidents, 2 Owners, Personal use","$39,981 "
